# Renewables.ninja Wind power (Point API) - 52.953, -1.150 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, wind_speed in m/s,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""wind_speed"": ""m/s""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""52.9534193"""," ""lon"": ""-1.1496461"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""height"": ""135"""," ""turbine"": ""Enercon E126 7500"""," ""raw"": ""true""}}"
time,local_time,electricity,wind_speed,,,,,,,,,,,
01/01/2019 00:00,01/01/2019 00:00,0.422,9.232,,,,,,,,,,,
01/01/2019 01:00,01/01/2019 01:00,0.406,9.09,,,,,,,,,,,
01/01/2019 02:00,01/01/2019 02:00,0.397,9.005,,,,,,,,,,,
01/01/2019 03:00,01/01/2019 03:00,0.416,9.181,,,,,,,,,,,
01/01/2019 04:00,01/01/2019 04:00,0.419,9.205,,,,,,,,,,,
01/01/2019 05:00,01/01/2019 05:00,0.437,9.373,,,,,,,,,,,
01/01/2019 06:00,01/01/2019 06:00,0.385,8.894,,,,,,,,,,,
01/01/2019 07:00,01/01/2019 07:00,0.375,8.801,,,,,,,,,,,
01/01/2019 08:00,01/01/2019 08:00,0.329,8.383,,,,,,,,,,,
01/01/2019 09:00,01/01/2019 09:00,0.242,7.504,,,,,,,,,,,
01/01/2019 10:00,01/01/2019 10:00,0.214,7.197,,,,,,,,,,,
01/01/2019 11:00,01/01/2019 11:00,0.238,7.471,,,,,,,,,,,
01/01/2019 12:00,01/01/2019 12:00,0.246,7.56,,,,,,,,,,,
01/01/2019 13:00,01/01/2019 13:00,0.223,7.306,,,,,,,,,,,
01/01/2019 14:00,01/01/2019 14:00,0.205,7.096,,,,,,,,,,,
01/01/2019 15:00,01/01/2019 15:00,0.249,7.59,,,,,,,,,,,
01/01/2019 16:00,01/01/2019 16:00,0.288,7.984,,,,,,,,,,,
01/01/2019 17:00,01/01/2019 17:00,0.289,7.999,,,,,,,,,,,
01/01/2019 18:00,01/01/2019 18:00,0.286,7.966,,,,,,,,,,,
01/01/2019 19:00,01/01/2019 19:00,0.3,8.099,,,,,,,,,,,
01/01/2019 20:00,01/01/2019 20:00,0.288,7.986,,,,,,,,,,,
01/01/2019 21:00,01/01/2019 21:00,0.265,7.754,,,,,,,,,,,
01/01/2019 22:00,01/01/2019 22:00,0.241,7.498,,,,,,,,,,,
01/01/2019 23:00,01/01/2019 23:00,0.216,7.23,,,,,,,,,,,
02/01/2019 00:00,02/01/2019 00:00,0.208,7.128,,,,,,,,,,,
02/01/2019 01:00,02/01/2019 01:00,0.2,7.034,,,,,,,,,,,
02/01/2019 02:00,02/01/2019 02:00,0.189,6.895,,,,,,,,,,,
02/01/2019 03:00,02/01/2019 03:00,0.181,6.81,,,,,,,,,,,
02/01/2019 04:00,02/01/2019 04:00,0.19,6.914,,,,,,,,,,,
02/01/2019 05:00,02/01/2019 05:00,0.204,7.089,,,,,,,,,,,
02/01/2019 06:00,02/01/2019 06:00,0.215,7.212,,,,,,,,,,,
02/01/2019 07:00,02/01/2019 07:00,0.219,7.256,,,,,,,,,,,
02/01/2019 08:00,02/01/2019 08:00,0.21,7.149,,,,,,,,,,,
02/01/2019 09:00,02/01/2019 09:00,0.156,6.466,,,,,,,,,,,
02/01/2019 10:00,02/01/2019 10:00,0.077,5.163,,,,,,,,,,,
02/01/2019 11:00,02/01/2019 11:00,0.046,4.37,,,,,,,,,,,
02/01/2019 12:00,02/01/2019 12:00,0.04,4.21,,,,,,,,,,,
02/01/2019 13:00,02/01/2019 13:00,0.036,4.095,,,,,,,,,,,
02/01/2019 14:00,02/01/2019 14:00,0.043,4.306,,,,,,,,,,,
02/01/2019 15:00,02/01/2019 15:00,0.056,4.674,,,,,,,,,,,
02/01/2019 16:00,02/01/2019 16:00,0.063,4.839,,,,,,,,,,,
02/01/2019 17:00,02/01/2019 17:00,0.064,4.853,,,,,,,,,,,
02/01/2019 18:00,02/01/2019 18:00,0.057,4.7,,,,,,,,,,,
02/01/2019 19:00,02/01/2019 19:00,0.048,4.444,,,,,,,,,,,
02/01/2019 20:00,02/01/2019 20:00,0.04,4.209,,,,,,,,,,,
02/01/2019 21:00,02/01/2019 21:00,0.038,4.161,,,,,,,,,,,
02/01/2019 22:00,02/01/2019 22:00,0.042,4.272,,,,,,,,,,,
02/01/2019 23:00,02/01/2019 23:00,0.048,4.436,,,,,,,,,,,
03/01/2019 00:00,03/01/2019 00:00,0.053,4.598,,,,,,,,,,,
03/01/2019 01:00,03/01/2019 01:00,0.053,4.576,,,,,,,,,,,
03/01/2019 02:00,03/01/2019 02:00,0.044,4.333,,,,,,,,,,,
03/01/2019 03:00,03/01/2019 03:00,0.037,4.1,,,,,,,,,,,
03/01/2019 04:00,03/01/2019 04:00,0.035,4.041,,,,,,,,,,,
03/01/2019 05:00,03/01/2019 05:00,0.035,4.025,,,,,,,,,,,
03/01/2019 06:00,03/01/2019 06:00,0.03,3.851,,,,,,,,,,,
03/01/2019 07:00,03/01/2019 07:00,0.02,3.449,,,,,,,,,,,
03/01/2019 08:00,03/01/2019 08:00,0.012,2.956,,,,,,,,,,,
03/01/2019 09:00,03/01/2019 09:00,0.006,2.529,,,,,,,,,,,
03/01/2019 10:00,03/01/2019 10:00,0.004,2.246,,,,,,,,,,,
03/01/2019 11:00,03/01/2019 11:00,0.005,2.385,,,,,,,,,,,
03/01/2019 12:00,03/01/2019 12:00,0.006,2.544,,,,,,,,,,,
03/01/2019 13:00,03/01/2019 13:00,0.007,2.59,,,,,,,,,,,
03/01/2019 14:00,03/01/2019 14:00,0.007,2.549,,,,,,,,,,,
03/01/2019 15:00,03/01/2019 15:00,0.005,2.384,,,,,,,,,,,
03/01/2019 16:00,03/01/2019 16:00,0.005,2.327,,,,,,,,,,,
03/01/2019 17:00,03/01/2019 17:00,0.005,2.321,,,,,,,,,,,
03/01/2019 18:00,03/01/2019 18:00,0.005,2.339,,,,,,,,,,,
03/01/2019 19:00,03/01/2019 19:00,0.005,2.425,,,,,,,,,,,
03/01/2019 20:00,03/01/2019 20:00,0.009,2.813,,,,,,,,,,,
03/01/2019 21:00,03/01/2019 21:00,0.012,3.003,,,,,,,,,,,
03/01/2019 22:00,03/01/2019 22:00,0.017,3.299,,,,,,,,,,,
03/01/2019 23:00,03/01/2019 23:00,0.045,4.348,,,,,,,,,,,
04/01/2019 00:00,04/01/2019 00:00,0.065,4.896,,,,,,,,,,,
04/01/2019 01:00,04/01/2019 01:00,0.062,4.809,,,,,,,,,,,
04/01/2019 02:00,04/01/2019 02:00,0.053,4.587,,,,,,,,,,,
04/01/2019 03:00,04/01/2019 03:00,0.069,4.967,,,,,,,,,,,
04/01/2019 04:00,04/01/2019 04:00,0.102,5.628,,,,,,,,,,,
04/01/2019 05:00,04/01/2019 05:00,0.117,5.891,,,,,,,,,,,
04/01/2019 06:00,04/01/2019 06:00,0.135,6.165,,,,,,,,,,,
04/01/2019 07:00,04/01/2019 07:00,0.154,6.444,,,,,,,,,,,
04/01/2019 08:00,04/01/2019 08:00,0.153,6.427,,,,,,,,,,,
04/01/2019 09:00,04/01/2019 09:00,0.105,5.685,,,,,,,,,,,
04/01/2019 10:00,04/01/2019 10:00,0.065,4.889,,,,,,,,,,,
04/01/2019 11:00,04/01/2019 11:00,0.056,4.652,,,,,,,,,,,
04/01/2019 12:00,04/01/2019 12:00,0.061,4.789,,,,,,,,,,,
04/01/2019 13:00,04/01/2019 13:00,0.075,5.119,,,,,,,,,,,
04/01/2019 14:00,04/01/2019 14:00,0.114,5.848,,,,,,,,,,,
04/01/2019 15:00,04/01/2019 15:00,0.184,6.84,,,,,,,,,,,
04/01/2019 16:00,04/01/2019 16:00,0.232,7.401,,,,,,,,,,,
04/01/2019 17:00,04/01/2019 17:00,0.251,7.602,,,,,,,,,,,
04/01/2019 18:00,04/01/2019 18:00,0.253,7.619,,,,,,,,,,,
04/01/2019 19:00,04/01/2019 19:00,0.243,7.521,,,,,,,,,,,
04/01/2019 20:00,04/01/2019 20:00,0.228,7.359,,,,,,,,,,,
04/01/2019 21:00,04/01/2019 21:00,0.214,7.204,,,,,,,,,,,
04/01/2019 22:00,04/01/2019 22:00,0.208,7.12,,,,,,,,,,,
04/01/2019 23:00,04/01/2019 23:00,0.204,7.079,,,,,,,,,,,
05/01/2019 00:00,05/01/2019 00:00,0.195,6.978,,,,,,,,,,,
05/01/2019 01:00,05/01/2019 01:00,0.184,6.833,,,,,,,,,,,
05/01/2019 02:00,05/01/2019 02:00,0.177,6.74,,,,,,,,,,,
05/01/2019 03:00,05/01/2019 03:00,0.17,6.66,,,,,,,,,,,
05/01/2019 04:00,05/01/2019 04:00,0.172,6.686,,,,,,,,,,,
05/01/2019 05:00,05/01/2019 05:00,0.171,6.673,,,,,,,,,,,
05/01/2019 06:00,05/01/2019 06:00,0.166,6.604,,,,,,,,,,,
05/01/2019 07:00,05/01/2019 07:00,0.163,6.572,,,,,,,,,,,
05/01/2019 08:00,05/01/2019 08:00,0.156,6.47,,,,,,,,,,,
05/01/2019 09:00,05/01/2019 09:00,0.127,6.051,,,,,,,,,,,
05/01/2019 10:00,05/01/2019 10:00,0.102,5.64,,,,,,,,,,,
05/01/2019 11:00,05/01/2019 11:00,0.095,5.507,,,,,,,,,,,
05/01/2019 12:00,05/01/2019 12:00,0.102,5.645,,,,,,,,,,,
05/01/2019 13:00,05/01/2019 13:00,0.118,5.908,,,,,,,,,,,
05/01/2019 14:00,05/01/2019 14:00,0.148,6.359,,,,,,,,,,,
05/01/2019 15:00,05/01/2019 15:00,0.184,6.839,,,,,,,,,,,
05/01/2019 16:00,05/01/2019 16:00,0.214,7.207,,,,,,,,,,,
05/01/2019 17:00,05/01/2019 17:00,0.232,7.405,,,,,,,,,,,
05/01/2019 18:00,05/01/2019 18:00,0.245,7.542,,,,,,,,,,,
05/01/2019 19:00,05/01/2019 19:00,0.25,7.597,,,,,,,,,,,
05/01/2019 20:00,05/01/2019 20:00,0.249,7.579,,,,,,,,,,,
05/01/2019 21:00,05/01/2019 21:00,0.251,7.6,,,,,,,,,,,
05/01/2019 22:00,05/01/2019 22:00,0.258,7.68,,,,,,,,,,,
05/01/2019 23:00,05/01/2019 23:00,0.26,7.708,,,,,,,,,,,
06/01/2019 00:00,06/01/2019 00:00,0.254,7.637,,,,,,,,,,,
06/01/2019 01:00,06/01/2019 01:00,0.24,7.487,,,,,,,,,,,
06/01/2019 02:00,06/01/2019 02:00,0.232,7.398,,,,,,,,,,,
06/01/2019 03:00,06/01/2019 03:00,0.239,7.48,,,,,,,,,,,
06/01/2019 04:00,06/01/2019 04:00,0.253,7.63,,,,,,,,,,,
06/01/2019 05:00,06/01/2019 05:00,0.273,7.838,,,,,,,,,,,
06/01/2019 06:00,06/01/2019 06:00,0.287,7.974,,,,,,,,,,,
06/01/2019 07:00,06/01/2019 07:00,0.273,7.831,,,,,,,,,,,
06/01/2019 08:00,06/01/2019 08:00,0.247,7.563,,,,,,,,,,,
06/01/2019 09:00,06/01/2019 09:00,0.201,7.05,,,,,,,,,,,
06/01/2019 10:00,06/01/2019 10:00,0.177,6.747,,,,,,,,,,,
06/01/2019 11:00,06/01/2019 11:00,0.15,6.394,,,,,,,,,,,
06/01/2019 12:00,06/01/2019 12:00,0.127,6.05,,,,,,,,,,,
06/01/2019 13:00,06/01/2019 13:00,0.121,5.953,,,,,,,,,,,
06/01/2019 14:00,06/01/2019 14:00,0.146,6.334,,,,,,,,,,,
06/01/2019 15:00,06/01/2019 15:00,0.181,6.808,,,,,,,,,,,
06/01/2019 16:00,06/01/2019 16:00,0.21,7.15,,,,,,,,,,,
06/01/2019 17:00,06/01/2019 17:00,0.197,6.999,,,,,,,,,,,
06/01/2019 18:00,06/01/2019 18:00,0.161,6.549,,,,,,,,,,,
06/01/2019 19:00,06/01/2019 19:00,0.133,6.15,,,,,,,,,,,
06/01/2019 20:00,06/01/2019 20:00,0.112,5.798,,,,,,,,,,,
06/01/2019 21:00,06/01/2019 21:00,0.115,5.854,,,,,,,,,,,
06/01/2019 22:00,06/01/2019 22:00,0.149,6.383,,,,,,,,,,,
06/01/2019 23:00,06/01/2019 23:00,0.168,6.637,,,,,,,,,,,
07/01/2019 00:00,07/01/2019 00:00,0.171,6.675,,,,,,,,,,,
07/01/2019 01:00,07/01/2019 01:00,0.185,6.861,,,,,,,,,,,
07/01/2019 02:00,07/01/2019 02:00,0.198,7.016,,,,,,,,,,,
07/01/2019 03:00,07/01/2019 03:00,0.173,6.701,,,,,,,,,,,
07/01/2019 04:00,07/01/2019 04:00,0.178,6.754,,,,,,,,,,,
07/01/2019 05:00,07/01/2019 05:00,0.199,7.023,,,,,,,,,,,
07/01/2019 06:00,07/01/2019 06:00,0.214,7.202,,,,,,,,,,,
07/01/2019 07:00,07/01/2019 07:00,0.233,7.411,,,,,,,,,,,
07/01/2019 08:00,07/01/2019 08:00,0.295,8.06,,,,,,,,,,,
07/01/2019 09:00,07/01/2019 09:00,0.3,8.108,,,,,,,,,,,
07/01/2019 10:00,07/01/2019 10:00,0.338,8.471,,,,,,,,,,,
07/01/2019 11:00,07/01/2019 11:00,0.416,9.183,,,,,,,,,,,
07/01/2019 12:00,07/01/2019 12:00,0.474,9.689,,,,,,,,,,,
07/01/2019 13:00,07/01/2019 13:00,0.594,10.795,,,,,,,,,,,
07/01/2019 14:00,07/01/2019 14:00,0.685,11.721,,,,,,,,,,,
07/01/2019 15:00,07/01/2019 15:00,0.681,11.679,,,,,,,,,,,
07/01/2019 16:00,07/01/2019 16:00,0.664,11.489,,,,,,,,,,,
07/01/2019 17:00,07/01/2019 17:00,0.652,11.376,,,,,,,,,,,
07/01/2019 18:00,07/01/2019 18:00,0.691,11.781,,,,,,,,,,,
07/01/2019 19:00,07/01/2019 19:00,0.687,11.734,,,,,,,,,,,
07/01/2019 20:00,07/01/2019 20:00,0.647,11.321,,,,,,,,,,,
07/01/2019 21:00,07/01/2019 21:00,0.659,11.44,,,,,,,,,,,
07/01/2019 22:00,07/01/2019 22:00,0.681,11.671,,,,,,,,,,,
07/01/2019 23:00,07/01/2019 23:00,0.682,11.691,,,,,,,,,,,
08/01/2019 00:00,08/01/2019 00:00,0.666,11.517,,,,,,,,,,,
08/01/2019 01:00,08/01/2019 01:00,0.655,11.396,,,,,,,,,,,
08/01/2019 02:00,08/01/2019 02:00,0.646,11.306,,,,,,,,,,,
08/01/2019 03:00,08/01/2019 03:00,0.685,11.721,,,,,,,,,,,
08/01/2019 04:00,08/01/2019 04:00,0.682,11.684,,,,,,,,,,,
08/01/2019 05:00,08/01/2019 05:00,0.658,11.432,,,,,,,,,,,
08/01/2019 06:00,08/01/2019 06:00,0.617,11.025,,,,,,,,,,,
08/01/2019 07:00,08/01/2019 07:00,0.57,10.573,,,,,,,,,,,
08/01/2019 08:00,08/01/2019 08:00,0.53,10.195,,,,,,,,,,,
08/01/2019 09:00,08/01/2019 09:00,0.452,9.497,,,,,,,,,,,
08/01/2019 10:00,08/01/2019 10:00,0.4,9.035,,,,,,,,,,,
08/01/2019 11:00,08/01/2019 11:00,0.422,9.232,,,,,,,,,,,
08/01/2019 12:00,08/01/2019 12:00,0.431,9.316,,,,,,,,,,,
08/01/2019 13:00,08/01/2019 13:00,0.4,9.033,,,,,,,,,,,
08/01/2019 14:00,08/01/2019 14:00,0.365,8.71,,,,,,,,,,,
08/01/2019 15:00,08/01/2019 15:00,0.38,8.858,,,,,,,,,,,
08/01/2019 16:00,08/01/2019 16:00,0.394,8.984,,,,,,,,,,,
08/01/2019 17:00,08/01/2019 17:00,0.38,8.855,,,,,,,,,,,
08/01/2019 18:00,08/01/2019 18:00,0.335,8.435,,,,,,,,,,,
08/01/2019 19:00,08/01/2019 19:00,0.261,7.711,,,,,,,,,,,
08/01/2019 20:00,08/01/2019 20:00,0.212,7.174,,,,,,,,,,,
08/01/2019 21:00,08/01/2019 21:00,0.199,7.027,,,,,,,,,,,
08/01/2019 22:00,08/01/2019 22:00,0.241,7.501,,,,,,,,,,,
08/01/2019 23:00,08/01/2019 23:00,0.26,7.706,,,,,,,,,,,
09/01/2019 00:00,09/01/2019 00:00,0.239,7.476,,,,,,,,,,,
09/01/2019 01:00,09/01/2019 01:00,0.268,7.776,,,,,,,,,,,
09/01/2019 02:00,09/01/2019 02:00,0.308,8.189,,,,,,,,,,,
09/01/2019 03:00,09/01/2019 03:00,0.298,8.086,,,,,,,,,,,
09/01/2019 04:00,09/01/2019 04:00,0.258,7.683,,,,,,,,,,,
09/01/2019 05:00,09/01/2019 05:00,0.238,7.466,,,,,,,,,,,
09/01/2019 06:00,09/01/2019 06:00,0.26,7.699,,,,,,,,,,,
09/01/2019 07:00,09/01/2019 07:00,0.27,7.809,,,,,,,,,,,
09/01/2019 08:00,09/01/2019 08:00,0.262,7.721,,,,,,,,,,,
09/01/2019 09:00,09/01/2019 09:00,0.243,7.522,,,,,,,,,,,
09/01/2019 10:00,09/01/2019 10:00,0.205,7.094,,,,,,,,,,,
09/01/2019 11:00,09/01/2019 11:00,0.237,7.459,,,,,,,,,,,
09/01/2019 12:00,09/01/2019 12:00,0.266,7.765,,,,,,,,,,,
09/01/2019 13:00,09/01/2019 13:00,0.258,7.684,,,,,,,,,,,
09/01/2019 14:00,09/01/2019 14:00,0.236,7.449,,,,,,,,,,,
09/01/2019 15:00,09/01/2019 15:00,0.27,7.811,,,,,,,,,,,
09/01/2019 16:00,09/01/2019 16:00,0.305,8.155,,,,,,,,,,,
09/01/2019 17:00,09/01/2019 17:00,0.311,8.217,,,,,,,,,,,
09/01/2019 18:00,09/01/2019 18:00,0.303,8.137,,,,,,,,,,,
09/01/2019 19:00,09/01/2019 19:00,0.269,7.794,,,,,,,,,,,
09/01/2019 20:00,09/01/2019 20:00,0.225,7.326,,,,,,,,,,,
09/01/2019 21:00,09/01/2019 21:00,0.195,6.977,,,,,,,,,,,
09/01/2019 22:00,09/01/2019 22:00,0.172,6.688,,,,,,,,,,,
09/01/2019 23:00,09/01/2019 23:00,0.14,6.238,,,,,,,,,,,
10/01/2019 00:00,10/01/2019 00:00,0.108,5.735,,,,,,,,,,,
10/01/2019 01:00,10/01/2019 01:00,0.101,5.621,,,,,,,,,,,
10/01/2019 02:00,10/01/2019 02:00,0.107,5.707,,,,,,,,,,,
10/01/2019 03:00,10/01/2019 03:00,0.103,5.653,,,,,,,,,,,
10/01/2019 04:00,10/01/2019 04:00,0.11,5.769,,,,,,,,,,,
10/01/2019 05:00,10/01/2019 05:00,0.137,6.193,,,,,,,,,,,
10/01/2019 06:00,10/01/2019 06:00,0.158,6.492,,,,,,,,,,,
10/01/2019 07:00,10/01/2019 07:00,0.159,6.514,,,,,,,,,,,
10/01/2019 08:00,10/01/2019 08:00,0.153,6.424,,,,,,,,,,,
10/01/2019 09:00,10/01/2019 09:00,0.142,6.285,,,,,,,,,,,
10/01/2019 10:00,10/01/2019 10:00,0.144,6.306,,,,,,,,,,,
10/01/2019 11:00,10/01/2019 11:00,0.14,6.242,,,,,,,,,,,
10/01/2019 12:00,10/01/2019 12:00,0.141,6.255,,,,,,,,,,,
10/01/2019 13:00,10/01/2019 13:00,0.142,6.285,,,,,,,,,,,
10/01/2019 14:00,10/01/2019 14:00,0.154,6.447,,,,,,,,,,,
10/01/2019 15:00,10/01/2019 15:00,0.188,6.887,,,,,,,,,,,
10/01/2019 16:00,10/01/2019 16:00,0.229,7.364,,,,,,,,,,,
10/01/2019 17:00,10/01/2019 17:00,0.231,7.389,,,,,,,,,,,
10/01/2019 18:00,10/01/2019 18:00,0.246,7.56,,,,,,,,,,,
10/01/2019 19:00,10/01/2019 19:00,0.26,7.704,,,,,,,,,,,
10/01/2019 20:00,10/01/2019 20:00,0.221,7.274,,,,,,,,,,,
10/01/2019 21:00,10/01/2019 21:00,0.19,6.916,,,,,,,,,,,
10/01/2019 22:00,10/01/2019 22:00,0.165,6.595,,,,,,,,,,,
10/01/2019 23:00,10/01/2019 23:00,0.156,6.466,,,,,,,,,,,
11/01/2019 00:00,11/01/2019 00:00,0.141,6.268,,,,,,,,,,,
11/01/2019 01:00,11/01/2019 01:00,0.125,6.01,,,,,,,,,,,
11/01/2019 02:00,11/01/2019 02:00,0.129,6.087,,,,,,,,,,,
11/01/2019 03:00,11/01/2019 03:00,0.11,5.774,,,,,,,,,,,
11/01/2019 04:00,11/01/2019 04:00,0.099,5.579,,,,,,,,,,,
11/01/2019 05:00,11/01/2019 05:00,0.101,5.617,,,,,,,,,,,
11/01/2019 06:00,11/01/2019 06:00,0.103,5.66,,,,,,,,,,,
11/01/2019 07:00,11/01/2019 07:00,0.104,5.68,,,,,,,,,,,
11/01/2019 08:00,11/01/2019 08:00,0.107,5.731,,,,,,,,,,,
11/01/2019 09:00,11/01/2019 09:00,0.109,5.759,,,,,,,,,,,
11/01/2019 10:00,11/01/2019 10:00,0.097,5.534,,,,,,,,,,,
11/01/2019 11:00,11/01/2019 11:00,0.091,5.43,,,,,,,,,,,
11/01/2019 12:00,11/01/2019 12:00,0.097,5.535,,,,,,,,,,,
11/01/2019 13:00,11/01/2019 13:00,0.107,5.728,,,,,,,,,,,
11/01/2019 14:00,11/01/2019 14:00,0.137,6.204,,,,,,,,,,,
11/01/2019 15:00,11/01/2019 15:00,0.189,6.904,,,,,,,,,,,
11/01/2019 16:00,11/01/2019 16:00,0.229,7.366,,,,,,,,,,,
11/01/2019 17:00,11/01/2019 17:00,0.258,7.684,,,,,,,,,,,
11/01/2019 18:00,11/01/2019 18:00,0.268,7.777,,,,,,,,,,,
11/01/2019 19:00,11/01/2019 19:00,0.256,7.655,,,,,,,,,,,
11/01/2019 20:00,11/01/2019 20:00,0.263,7.731,,,,,,,,,,,
11/01/2019 21:00,11/01/2019 21:00,0.296,8.064,,,,,,,,,,,
11/01/2019 22:00,11/01/2019 22:00,0.317,8.271,,,,,,,,,,,
11/01/2019 23:00,11/01/2019 23:00,0.304,8.143,,,,,,,,,,,
12/01/2019 00:00,12/01/2019 00:00,0.31,8.201,,,,,,,,,,,
12/01/2019 01:00,12/01/2019 01:00,0.318,8.275,,,,,,,,,,,
12/01/2019 02:00,12/01/2019 02:00,0.296,8.068,,,,,,,,,,,
12/01/2019 03:00,12/01/2019 03:00,0.41,9.128,,,,,,,,,,,
12/01/2019 04:00,12/01/2019 04:00,0.501,9.934,,,,,,,,,,,
12/01/2019 05:00,12/01/2019 05:00,0.512,10.035,,,,,,,,,,,
12/01/2019 06:00,12/01/2019 06:00,0.549,10.372,,,,,,,,,,,
12/01/2019 07:00,12/01/2019 07:00,0.564,10.518,,,,,,,,,,,
12/01/2019 08:00,12/01/2019 08:00,0.576,10.625,,,,,,,,,,,
12/01/2019 09:00,12/01/2019 09:00,0.574,10.609,,,,,,,,,,,
12/01/2019 10:00,12/01/2019 10:00,0.581,10.676,,,,,,,,,,,
12/01/2019 11:00,12/01/2019 11:00,0.601,10.864,,,,,,,,,,,
12/01/2019 12:00,12/01/2019 12:00,0.612,10.975,,,,,,,,,,,
12/01/2019 13:00,12/01/2019 13:00,0.62,11.046,,,,,,,,,,,
12/01/2019 14:00,12/01/2019 14:00,0.617,11.02,,,,,,,,,,,
12/01/2019 15:00,12/01/2019 15:00,0.615,10.995,,,,,,,,,,,
12/01/2019 16:00,12/01/2019 16:00,0.641,11.255,,,,,,,,,,,
12/01/2019 17:00,12/01/2019 17:00,0.688,11.74,,,,,,,,,,,
12/01/2019 18:00,12/01/2019 18:00,0.687,11.735,,,,,,,,,,,
12/01/2019 19:00,12/01/2019 19:00,0.712,12.009,,,,,,,,,,,
12/01/2019 20:00,12/01/2019 20:00,0.716,12.072,,,,,,,,,,,
12/01/2019 21:00,12/01/2019 21:00,0.737,12.311,,,,,,,,,,,
12/01/2019 22:00,12/01/2019 22:00,0.735,12.293,,,,,,,,,,,
12/01/2019 23:00,12/01/2019 23:00,0.736,12.3,,,,,,,,,,,
13/01/2019 00:00,13/01/2019 00:00,0.739,12.335,,,,,,,,,,,
13/01/2019 01:00,13/01/2019 01:00,0.746,12.427,,,,,,,,,,,
13/01/2019 02:00,13/01/2019 02:00,0.762,12.625,,,,,,,,,,,
13/01/2019 03:00,13/01/2019 03:00,0.767,12.695,,,,,,,,,,,
13/01/2019 04:00,13/01/2019 04:00,0.762,12.624,,,,,,,,,,,
13/01/2019 05:00,13/01/2019 05:00,0.745,12.41,,,,,,,,,,,
13/01/2019 06:00,13/01/2019 06:00,0.746,12.419,,,,,,,,,,,
13/01/2019 07:00,13/01/2019 07:00,0.743,12.383,,,,,,,,,,,
13/01/2019 08:00,13/01/2019 08:00,0.745,12.412,,,,,,,,,,,
13/01/2019 09:00,13/01/2019 09:00,0.745,12.401,,,,,,,,,,,
13/01/2019 10:00,13/01/2019 10:00,0.769,12.721,,,,,,,,,,,
13/01/2019 11:00,13/01/2019 11:00,0.827,13.549,,,,,,,,,,,
13/01/2019 12:00,13/01/2019 12:00,0.853,13.978,,,,,,,,,,,
13/01/2019 13:00,13/01/2019 13:00,0.875,14.391,,,,,,,,,,,
13/01/2019 14:00,13/01/2019 14:00,0.878,14.449,,,,,,,,,,,
13/01/2019 15:00,13/01/2019 15:00,0.883,14.554,,,,,,,,,,,
13/01/2019 16:00,13/01/2019 16:00,0.869,14.276,,,,,,,,,,,
13/01/2019 17:00,13/01/2019 17:00,0.848,13.884,,,,,,,,,,,
13/01/2019 18:00,13/01/2019 18:00,0.815,13.348,,,,,,,,,,,
13/01/2019 19:00,13/01/2019 19:00,0.778,12.829,,,,,,,,,,,
13/01/2019 20:00,13/01/2019 20:00,0.748,12.453,,,,,,,,,,,
13/01/2019 21:00,13/01/2019 21:00,0.739,12.329,,,,,,,,,,,
13/01/2019 22:00,13/01/2019 22:00,0.739,12.34,,,,,,,,,,,
13/01/2019 23:00,13/01/2019 23:00,0.734,12.277,,,,,,,,,,,
14/01/2019 00:00,14/01/2019 00:00,0.729,12.207,,,,,,,,,,,
14/01/2019 01:00,14/01/2019 01:00,0.699,11.88,,,,,,,,,,,
14/01/2019 02:00,14/01/2019 02:00,0.669,11.549,,,,,,,,,,,
14/01/2019 03:00,14/01/2019 03:00,0.631,11.151,,,,,,,,,,,
14/01/2019 04:00,14/01/2019 04:00,0.589,10.749,,,,,,,,,,,
14/01/2019 05:00,14/01/2019 05:00,0.521,10.123,,,,,,,,,,,
14/01/2019 06:00,14/01/2019 06:00,0.449,9.474,,,,,,,,,,,
14/01/2019 07:00,14/01/2019 07:00,0.363,8.694,,,,,,,,,,,
14/01/2019 08:00,14/01/2019 08:00,0.292,8.023,,,,,,,,,,,
14/01/2019 09:00,14/01/2019 09:00,0.222,7.283,,,,,,,,,,,
14/01/2019 10:00,14/01/2019 10:00,0.177,6.751,,,,,,,,,,,
14/01/2019 11:00,14/01/2019 11:00,0.166,6.614,,,,,,,,,,,
14/01/2019 12:00,14/01/2019 12:00,0.158,6.507,,,,,,,,,,,
14/01/2019 13:00,14/01/2019 13:00,0.122,5.965,,,,,,,,,,,
14/01/2019 14:00,14/01/2019 14:00,0.107,5.71,,,,,,,,,,,
14/01/2019 15:00,14/01/2019 15:00,0.136,6.184,,,,,,,,,,,
14/01/2019 16:00,14/01/2019 16:00,0.184,6.84,,,,,,,,,,,
14/01/2019 17:00,14/01/2019 17:00,0.223,7.301,,,,,,,,,,,
14/01/2019 18:00,14/01/2019 18:00,0.261,7.71,,,,,,,,,,,
